Date,PE,PB,DivYield
2024-07-12,20.19,3.15,1.5
2024-07-15,20.9,2.57,0.82
2024-07-16,28.45,3.47,1.15
2024-07-17,21.2,3.78,1.51
2024-07-18,25.66,3.53,1.45
2024-07-19,23.16,3.65,1.09
2024-07-22,27.16,2.53,1.02
2024-07-23,25.78,2.47,0.96
2024-07-24,18.73,2.41,0.94
2024-07-25,28.11,3.79,1.35
2024-07-26,27.03,3.04,1.26
2024-07-29,30.28,4.67,1.25
2024-07-30,20.66,3.03,1.3
2024-07-31,25.2,3.12,1.06
2024-08-01,30.23,2.66,0.79
2024-08-02,29.39,3.5,1.24
2024-08-05,27.5,3.34,1.52
2024-08-06,20.4,3.59,0.88
2024-08-07,22.55,3.39,1.17
2024-08-08,26.15,2.24,1.36
2024-08-09,24.37,3.49,1.11
2024-08-12,20.22,3.01,1.22
2024-08-13,20.9,2.74,1.94
2024-08-14,23.99,3.32,1.22
2024-08-15,20.09,3.51,1.22
2024-08-16,25.1,2.64,1.01
2024-08-19,26.47,2.77,0.96
2024-08-20,23.19,3.14,1.54
2024-08-21,18.71,3.51,0.95
2024-08-22,24.36,3.05,0.9
2024-08-23,19.77,3.69,1.4
2024-08-26,25.49,3.42,1.57
2024-08-27,33.82,2.56,1.14
2024-08-28,33.43,3.25,0.94
2024-08-29,14.68,3.51,1.96
2024-08-30,25.84,3.06,1.08
2024-09-02,25.96,3.08,1.56
2024-09-03,26.21,3.1,0.72
2024-09-04,23.46,2.84,1.29
2024-09-05,21.87,2.45,1.25
2024-09-06,29.01,2.96,0.76
2024-09-09,23.75,3.63,1.19
2024-09-10,22.25,3.43,1.72
2024-09-11,32.74,3.8,1.53
2024-09-12,19.81,2.08,1.52
2024-09-13,23.27,3.44,1.27
2024-09-16,29.66,2.41,1.05
2024-09-17,12.0,3.83,0.92
2024-09-18,26.2,2.47,0.65
2024-09-19,30.43,3.47,1.28
2024-09-20,23.04,3.11,0.87
2024-09-23,34.27,3.76,0.74
2024-09-24,12.0,3.51,1.13
2024-09-25,33.18,3.29,0.98
2024-09-26,25.61,2.56,0.8
2024-09-27,17.5,4.84,1.34
2024-09-30,32.03,4.64,1.05
2024-10-01,26.79,2.84,0.59
2024-10-02,24.14,3.67,1.2
2024-10-03,23.27,4.55,1.05
2024-10-04,30.72,4.1,0.9
2024-10-07,23.97,3.06,0.79
2024-10-08,28.02,2.56,0.9
2024-10-09,18.04,3.84,1.09
2024-10-10,26.68,3.84,1.63
2024-10-11,26.56,3.5,1.03
2024-10-14,23.27,3.3,1.55
2024-10-15,17.65,2.65,0.85
2024-10-16,22.0,2.78,0.85
2024-10-17,21.45,3.17,1.73
2024-10-18,25.02,3.16,0.85
2024-10-21,26.81,3.09,1.29
2024-10-22,31.57,2.98,1.55
2024-10-23,20.7,3.75,0.75
2024-10-24,32.7,3.22,1.53
2024-10-25,29.02,2.28,1.33
2024-10-28,25.39,3.01,0.94
2024-10-29,28.37,3.56,1.21
2024-10-30,30.53,3.11,0.86
2024-10-31,27.43,3.9,1.11
2024-11-01,20.78,3.14,1.02
2024-11-04,23.08,3.7,1.15
2024-11-05,26.6,3.05,0.91
2024-11-06,18.56,3.62,1.19
2024-11-07,27.34,2.55,1.56
2024-11-08,25.52,2.99,1.1
2024-11-11,30.97,2.51,1.18
2024-11-12,25.41,3.78,1.06
2024-11-13,22.89,3.17,1.07
2024-11-14,29.92,2.54,1.19
2024-11-15,28.32,3.77,0.68
2024-11-18,23.03,3.82,1.1
2024-11-19,28.93,3.6,0.86
2024-11-20,21.92,4.3,1.73
2024-11-21,28.14,3.71,1.55
2024-11-22,28.32,2.26,1.0
2024-11-25,24.03,2.61,1.24
2024-11-26,24.04,3.29,1.67
2024-11-27,33.34,2.77,1.07
2024-11-28,35.21,3.25,1.16
2024-11-29,30.03,3.24,0.98
2024-12-02,26.42,3.78,1.27
2024-12-03,21.98,3.65,1.36
2024-12-04,24.5,2.93,0.89
2024-12-05,28.7,2.38,1.0
2024-12-06,27.4,3.29,1.22
2024-12-09,26.75,2.58,1.23
2024-12-10,26.69,3.21,0.98
2024-12-11,25.56,3.89,1.65
2024-12-12,21.59,2.55,1.02
2024-12-13,19.63,1.81,1.16
2024-12-16,14.53,4.13,1.13
2024-12-17,22.24,3.24,1.42
2024-12-18,26.43,3.57,1.47
2024-12-19,20.78,3.33,0.92
2024-12-20,18.72,3.03,1.0
2024-12-23,34.82,2.37,0.92
2024-12-24,24.14,3.5,0.95
2024-12-25,24.56,3.25,1.38
2024-12-26,24.57,3.15,2.03
2024-12-27,26.13,3.06,1.28
2024-12-30,24.22,2.35,0.98
2024-12-31,32.09,3.11,1.35
2025-01-01,21.05,3.0,0.81
2025-01-02,26.51,2.27,1.21
2025-01-03,29.48,2.61,1.38
2025-01-06,27.45,2.85,0.97
2025-01-07,25.01,3.1,1.53
2025-01-08,29.88,3.01,1.09
2025-01-09,20.96,3.92,1.51
2025-01-10,24.04,3.78,0.92
2025-01-13,16.84,4.78,1.29
2025-01-14,24.84,4.28,0.87
2025-01-15,28.69,3.41,1.21
2025-01-16,24.91,3.39,1.74
2025-01-17,15.34,3.3,1.15
2025-01-20,26.49,3.31,1.27
2025-01-21,24.71,3.15,1.25
2025-01-22,27.61,3.19,1.24
2025-01-23,25.15,4.26,1.05
2025-01-24,33.57,3.89,0.96
2025-01-27,29.67,3.77,1.07
2025-01-28,20.0,2.61,0.85
2025-01-29,24.45,3.53,0.88
2025-01-30,25.11,3.36,1.22
2025-01-31,22.44,2.54,1.17
2025-02-03,24.98,2.9,1.2
2025-02-04,32.34,3.06,1.23
2025-02-05,32.06,3.11,0.75
2025-02-06,19.98,2.62,0.97
2025-02-07,27.31,3.85,1.19
2025-02-10,17.99,2.6,1.15
2025-02-11,26.38,3.41,1.29
2025-02-12,21.18,2.0,1.13
2025-02-13,34.79,2.72,1.11
2025-02-14,28.35,4.35,1.17
2025-02-17,27.59,3.83,1.03
2025-02-18,12.0,2.37,1.0
2025-02-19,28.28,3.04,1.0
2025-02-20,27.57,2.83,1.21
2025-02-21,26.38,2.5,1.09
2025-02-24,25.94,3.02,1.52
2025-02-25,23.06,3.46,1.29
2025-02-26,23.51,3.3,1.25
2025-02-27,27.61,3.28,0.84
2025-02-28,24.9,3.32,1.43
2025-03-03,22.9,2.82,1.29
2025-03-04,28.36,3.37,1.06
2025-03-05,25.6,3.34,1.3
2025-03-06,38.03,3.33,1.69
2025-03-07,21.0,2.91,1.75
2025-03-10,25.55,3.27,0.82
2025-03-11,27.86,3.14,1.19
2025-03-12,27.11,3.48,1.45
2025-03-13,25.15,3.55,0.91
2025-03-14,27.68,2.7,1.61
2025-03-17,20.71,4.06,1.9
2025-03-18,28.3,3.69,0.86
2025-03-19,28.98,2.86,0.98
2025-03-20,31.14,3.99,1.37
2025-03-21,22.44,3.93,1.25
2025-03-24,24.87,3.33,0.93
2025-03-25,17.64,3.32,1.17
2025-03-26,16.78,4.19,0.63
2025-03-27,23.22,2.58,1.24
2025-03-28,25.7,3.04,0.95
2025-03-31,24.26,3.48,1.29
2025-04-01,28.7,3.08,1.13
2025-04-02,27.83,4.49,1.48
2025-04-03,29.24,2.86,1.27
2025-04-04,23.95,3.31,1.19
2025-04-07,23.72,3.33,1.75
2025-04-08,16.49,3.35,1.35
2025-04-09,29.66,3.41,1.31
2025-04-10,27.27,3.91,0.82
2025-04-11,28.47,2.75,1.55
2025-04-14,20.76,3.33,1.72
2025-04-15,30.97,4.12,1.05
2025-04-16,21.54,3.39,0.73
2025-04-17,22.59,3.61,1.22
2025-04-18,23.08,3.29,1.21
2025-04-21,22.72,2.39,1.59
2025-04-22,21.71,3.6,1.57
2025-04-23,24.27,3.3,1.0
2025-04-24,21.95,3.94,0.92
2025-04-25,27.0,3.92,1.26
2025-04-28,28.02,2.66,1.42
2025-04-29,30.77,3.4,1.54
2025-04-30,24.27,3.26,1.09
2025-05-01,28.86,3.78,1.5
2025-05-02,26.7,3.8,1.33
2025-05-05,25.14,2.44,1.14
2025-05-06,31.19,3.75,1.47
2025-05-07,24.65,3.23,1.42
2025-05-08,29.13,3.39,1.11
2025-05-09,37.15,3.67,0.95
2025-05-12,25.36,4.0,1.21
2025-05-13,31.26,2.82,1.03
2025-05-14,24.09,3.63,1.2
2025-05-15,27.1,3.07,0.93
2025-05-16,24.19,4.37,1.07
2025-05-19,33.18,2.7,1.57
2025-05-20,26.3,2.26,1.06
2025-05-21,27.76,3.18,0.93
2025-05-22,32.12,2.85,1.07
2025-05-23,22.13,3.83,1.01
2025-05-26,19.37,2.87,1.3
2025-05-27,18.22,2.08,1.66
2025-05-28,29.16,3.13,1.33
2025-05-29,29.32,3.37,0.96
2025-05-30,28.54,3.45,1.56
2025-06-02,23.12,4.22,1.34
2025-06-03,39.25,2.75,1.33
2025-06-04,24.65,3.35,0.74
2025-06-05,31.88,2.83,0.92
2025-06-06,20.51,3.19,1.37
2025-06-09,24.58,2.81,0.9
2025-06-10,25.39,2.92,1.33
2025-06-11,30.78,3.7,0.75
2025-06-12,34.7,3.31,1.07
2025-06-13,31.89,2.75,1.45
2025-06-16,25.41,4.15,1.55
2025-06-17,23.69,2.85,1.36
2025-06-18,28.08,4.36,1.49
2025-06-19,27.52,3.31,1.21
2025-06-20,30.51,2.46,1.11
2025-06-23,14.33,2.33,1.13
2025-06-24,26.7,2.16,1.46
2025-06-25,25.11,3.47,1.12
2025-06-26,30.88,2.94,1.34
2025-06-27,29.95,2.41,1.4
2025-06-30,27.96,2.5,1.15
2025-07-01,24.74,3.21,1.13
2025-07-02,27.78,1.5,0.98
2025-07-03,18.13,3.79,1.3
2025-07-04,20.55,2.69,1.42
2025-07-07,15.19,2.34,0.86
2025-07-08,17.92,4.13,1.72
2025-07-09,18.03,3.45,0.96
2025-07-10,15.63,3.64,1.03
2025-07-11,16.44,2.4,1.09
2025-07-14,30.1,3.24,0.91
2025-07-15,25.27,1.97,1.29
2025-07-16,24.49,3.29,1.66
2025-07-17,27.24,3.69,1.05
2025-07-18,15.14,3.19,0.81
2025-07-21,20.28,2.11,0.55
2025-07-22,16.53,4.5,1.55
2025-07-23,22.39,3.06,1.37
2025-07-24,27.24,3.04,1.49
2025-07-25,24.63,3.85,1.52
2025-07-28,24.36,3.38,0.63
2025-07-29,24.01,2.3,1.0
2025-07-30,27.01,3.72,1.32
2025-07-31,21.46,3.46,1.17
2025-08-01,24.49,4.65,1.32
2025-08-04,22.96,2.81,1.37
2025-08-05,25.97,2.93,0.7
2025-08-06,22.49,3.27,0.78
2025-08-07,24.85,3.25,1.16
2025-08-08,29.61,3.17,1.02
2025-08-11,28.29,3.23,1.18
2025-08-12,21.28,3.8,0.35
2025-08-13,20.3,3.67,0.88
2025-08-14,22.45,3.02,1.28
2025-08-15,25.23,2.91,0.93
2025-08-18,33.34,2.28,0.89
2025-08-19,28.89,2.44,1.11
2025-08-20,25.7,2.96,1.3
2025-08-21,16.93,2.5,0.95
2025-08-22,29.47,3.06,1.03
2025-08-25,22.5,3.17,1.16
2025-08-26,28.14,2.99,0.59
2025-08-27,30.54,2.58,0.97
2025-08-28,23.14,2.37,1.11
2025-08-29,27.96,4.1,1.54
2025-09-01,31.09,1.89,1.2
2025-09-02,17.39,3.17,1.15
2025-09-03,18.3,2.93,1.11
2025-09-04,23.6,3.39,1.49
2025-09-05,23.8,3.7,0.89
2025-09-08,24.79,3.03,1.66
2025-09-09,24.39,3.26,1.32
2025-09-10,31.27,2.57,0.89
2025-09-11,26.97,3.03,1.81
2025-09-12,27.71,3.54,1.44
2025-09-15,29.06,3.44,1.34
2025-09-16,18.88,4.18,1.56
2025-09-17,23.96,2.93,1.34
2025-09-18,22.98,3.02,1.4
2025-09-19,28.04,3.2,1.27
2025-09-22,14.96,4.37,1.09
2025-09-23,31.49,2.45,0.88
2025-09-24,20.37,3.52,1.35
2025-09-25,32.99,3.92,1.23
2025-09-26,30.87,2.65,1.86
2025-09-29,26.74,2.63,0.65
2025-09-30,17.16,2.94,1.39
2025-10-01,24.88,2.51,1.59
2025-10-02,23.96,2.34,0.97
2025-10-03,25.28,3.87,1.42
2025-10-06,29.94,3.03,1.71
2025-10-07,23.7,3.8,0.74
2025-10-08,21.17,3.34,0.97
2025-10-09,23.47,3.29,0.73
2025-10-10,19.37,3.26,1.09
2025-10-13,15.73,2.97,1.25
2025-10-14,29.52,3.93,0.68
2025-10-15,26.7,2.33,1.67
2025-10-16,24.04,3.95,1.24
2025-10-17,26.59,3.05,0.72
2025-10-20,26.35,2.38,1.69
2025-10-21,29.09,3.96,1.7
2025-10-22,19.84,3.33,0.93
2025-10-23,22.9,3.55,1.54
2025-10-24,23.12,3.18,1.57
2025-10-27,21.81,2.43,1.17
2025-10-28,19.61,2.84,0.79
2025-10-29,31.06,3.84,1.15
2025-10-30,25.23,3.75,1.34
2025-10-31,20.65,3.17,1.25
2025-11-03,20.65,2.97,1.24
2025-11-04,27.17,3.17,0.96
2025-11-05,17.94,3.62,1.26
2025-11-06,19.32,4.53,1.09
2025-11-07,24.49,3.59,0.73
2025-11-10,26.8,3.51,0.84
2025-11-11,28.35,3.85,1.71
2025-11-12,30.87,3.24,1.44
2025-11-13,29.98,3.02,0.99
2025-11-14,30.44,4.8,1.36
2025-11-17,28.46,3.45,1.05
2025-11-18,22.55,3.14,0.98
2025-11-19,21.02,3.13,1.44
2025-11-20,23.9,3.03,1.45
2025-11-21,22.72,1.95,1.14
2025-11-24,28.06,2.6,1.64
2025-11-25,27.48,3.6,1.63
2025-11-26,28.09,3.0,1.91
2025-11-27,30.35,3.57,1.23
2025-11-28,26.34,2.68,1.78
2025-12-01,24.11,3.16,1.32
2025-12-02,21.06,1.87,1.4
2025-12-03,22.83,3.42,1.46
2025-12-04,16.03,4.09,0.91
2025-12-05,30.5,4.39,1.24
2025-12-08,32.39,3.64,1.64
2025-12-09,22.09,2.19,1.5
2025-12-10,32.89,2.99,1.18
2025-12-11,27.96,3.97,1.26
2025-12-12,21.64,3.11,1.61
2025-12-15,26.5,3.25,0.98
2025-12-16,19.06,3.5,1.41
2025-12-17,33.18,3.88,2.12
2025-12-18,29.42,3.31,0.92
2025-12-19,28.93,2.64,1.73
2025-12-22,22.09,2.97,1.44
2025-12-23,26.12,3.65,0.68
2025-12-24,21.43,2.96,1.0
2025-12-25,15.32,3.12,0.83
2025-12-26,27.8,2.21,0.06
2025-12-29,28.53,2.78,1.18
2025-12-30,19.87,2.89,0.61
2025-12-31,21.94,2.75,0.98
2026-01-01,19.71,4.85,1.64
2026-01-02,23.53,2.81,1.01
2026-01-05,23.1,3.29,0.94
2026-01-06,24.33,2.76,1.12
2026-01-07,21.35,3.09,1.21
2026-01-08,25.73,4.0,0.47
2026-01-09,22.04,3.04,0.63
2026-01-12,21.72,3.33,1.4
2026-01-13,21.29,2.9,1.09
2026-01-14,26.38,3.32,1.21
2026-01-15,22.69,2.88,1.35
2026-01-16,31.34,3.38,1.14
2026-01-19,25.24,2.78,0.93
2026-01-20,29.7,2.25,1.86
2026-01-21,27.39,3.1,1.02
2026-01-22,27.0,3.21,1.55
2026-01-23,29.62,3.09,1.0
2026-01-26,37.49,2.77,0.96
2026-01-27,26.61,3.12,1.61
2026-01-28,30.7,2.76,0.96
2026-01-29,27.05,2.92,1.13
2026-01-30,26.36,2.74,1.34
2026-02-02,29.62,3.23,1.4
2026-02-03,23.8,4.22,1.03
2026-02-04,24.47,2.09,1.51
2026-02-05,26.09,3.13,1.44
2026-02-06,28.3,3.09,0.98
2026-02-09,25.09,3.52,1.08
2026-02-10,21.67,3.72,1.16
2026-02-11,17.81,2.46,0.92
2026-02-12,24.54,3.0,1.3
2026-02-13,36.38,4.3,1.25
2026-02-16,21.1,3.58,1.62
2026-02-17,28.64,2.18,1.38
2026-02-18,17.17,2.53,1.41
2026-02-19,24.24,3.23,1.69
2026-02-20,23.42,2.94,1.77
2026-02-23,27.65,3.55,1.28
2026-02-24,24.89,2.94,1.35
2026-02-25,19.37,2.47,1.02
2026-02-26,25.53,3.39,1.0
2026-02-27,25.83,2.57,1.11
2026-03-02,19.7,3.98,1.61
2026-03-03,19.77,3.76,1.11
2026-03-04,29.7,3.46,1.14
2026-03-05,21.0,3.24,1.23
2026-03-06,27.63,2.14,0.91
2026-03-09,26.29,4.02,1.79
2026-03-10,28.31,3.76,1.35
2026-03-11,24.48,2.73,1.14
2026-03-12,20.26,4.13,1.81
2026-03-13,24.13,3.19,1.06
2026-03-16,20.02,3.76,0.98
2026-03-17,32.63,3.49,1.24
2026-03-18,27.75,3.21,0.74
2026-03-19,21.51,3.01,1.55
2026-03-20,24.06,3.4,0.92
2026-03-23,32.12,3.63,1.16
2026-03-24,27.52,3.07,1.31
2026-03-25,23.78,3.33,0.85
2026-03-26,23.78,3.98,1.07
2026-03-27,24.59,3.29,0.65
2026-03-30,22.78,2.0,1.03
2026-03-31,29.05,2.87,1.31
2026-04-01,18.66,3.86,1.45
2026-04-02,22.94,2.38,1.52
2026-04-03,27.32,2.78,1.25
2026-04-06,22.3,3.39,0.8
2026-04-07,20.98,3.08,1.07
2026-04-08,29.04,3.4,1.1
2026-04-09,24.68,2.3,0.8
2026-04-10,20.35,2.67,1.28
2026-04-13,24.26,3.25,1.03
2026-04-14,22.56,2.66,0.71
2026-04-15,29.55,3.23,1.51
2026-04-16,21.91,4.14,1.14
2026-04-17,21.77,2.83,1.41
2026-04-20,19.18,2.99,1.45
2026-04-21,26.62,3.13,1.55
2026-04-22,24.04,4.18,0.92
2026-04-23,20.65,4.36,0.85
2026-04-24,29.38,3.36,1.5
2026-04-27,26.57,3.03,1.31
2026-04-28,30.29,3.28,1.19
2026-04-29,26.88,3.06,1.26
2026-04-30,24.32,3.5,1.15
2026-05-01,30.59,3.53,0.81
2026-05-04,31.91,3.61,1.01
2026-05-05,20.76,2.64,1.11
2026-05-06,22.98,3.2,1.12
2026-05-07,27.12,3.02,0.77
2026-05-08,23.02,2.51,1.4
2026-05-11,23.71,3.1,0.8
2026-05-12,22.83,3.56,1.21
2026-05-13,25.23,2.83,1.1
2026-05-14,29.1,2.95,0.87
2026-05-15,21.75,2.98,1.11
2026-05-18,21.11,3.02,1.55
2026-05-19,25.53,2.03,1.25
2026-05-20,19.22,2.93,1.28
2026-05-21,26.61,3.83,0.81
2026-05-22,25.48,2.89,1.31
2026-05-25,29.34,4.3,1.44
2026-05-26,28.22,4.51,0.97
2026-05-27,20.07,3.28,1.05
2026-05-28,17.58,2.64,1.38
2026-05-29,25.95,3.16,0.69
2026-06-01,27.39,2.48,1.76
2026-06-02,28.86,2.88,1.13
2026-06-03,19.6,3.39,1.37
2026-06-04,16.46,3.2,1.34
2026-06-05,24.88,2.73,1.62
2026-06-08,17.93,3.1,1.48
2026-06-09,21.96,3.65,0.79
2026-06-10,27.71,2.97,1.69
2026-06-11,20.27,2.68,1.25
2026-06-12,32.19,3.38,1.02
2026-06-15,26.76,3.0,1.2
2026-06-16,27.6,2.78,1.04
2026-06-17,23.13,3.28,1.24
2026-06-18,21.97,3.01,1.42
2026-06-19,27.25,3.24,0.72
2026-06-22,25.41,2.98,1.51
2026-06-23,25.04,3.71,1.34
2026-06-24,20.75,3.04,0.88
2026-06-25,17.53,3.4,0.62
2026-06-26,28.58,3.66,1.03
2026-06-29,28.76,3.65,1.75
2026-06-30,20.59,3.05,1.16
2026-07-01,20.04,3.44,1.45
2026-07-02,26.06,3.21,2.06
2026-07-03,27.69,2.58,1.16
2026-07-06,31.85,3.79,1.2
2026-07-07,27.47,2.92,1.14
2026-07-08,18.59,3.27,0.96
2026-07-09,15.26,3.62,0.81
2026-07-10,31.54,3.38,1.33
2026-07-13,25.41,3.07,0.75
2026-07-14,19.49,4.06,1.02
2026-07-15,32.91,2.85,1.53
2026-07-16,26.12,3.9,1.55
2026-07-17,29.07,3.25,1.09
2026-07-20,22.22,2.57,0.93
2026-07-21,33.09,3.74,1.05
2026-07-22,21.49,2.51,1.49
2026-07-23,23.63,3.55,1.32
2026-07-24,27.23,2.76,0.97
2026-07-27,36.85,3.6,1.62
2026-07-28,30.17,4.38,0.9
2026-07-29,20.71,3.73,1.3
2026-07-30,24.84,3.39,1.63
2026-07-31,29.87,3.36,1.1
2026-08-03,18.96,3.6,1.58
2026-08-04,26.86,3.6,0.47
2026-08-05,20.3,2.86,1.51
2026-08-06,26.57,2.92,1.47
2026-08-07,19.66,2.45,1.05
2026-08-10,32.94,3.3,1.36
2026-08-11,26.21,3.16,0.92
2026-08-12,28.97,2.63,1.31
2026-08-13,23.6,2.57,0.8
2026-08-14,19.25,3.81,1.37
2026-08-17,26.14,1.78,1.73
2026-08-18,28.31,3.34,0.68
2026-08-19,19.59,4.55,1.17
2026-08-20,27.48,3.32,1.25
2026-08-21,20.58,2.78,1.21
2026-08-24,23.88,4.71,1.05
2026-08-25,27.5,3.71,1.59
2026-08-26,20.86,2.09,0.84
2026-08-27,22.11,3.56,0.83
2026-08-28,29.04,3.09,1.09
2026-08-31,24.35,3.32,1.07
2026-09-01,29.76,3.18,1.07
2026-09-02,23.94,3.43,1.38
2026-09-03,24.36,2.85,0.96
2026-09-04,17.0,3.2,1.16
2026-09-07,19.7,2.99,1.17
2026-09-08,21.32,2.16,1.03
2026-09-09,21.97,2.57,1.2
2026-09-10,19.77,4.01,1.13
2026-09-11,28.53,3.68,1.07
2026-09-14,24.3,2.44,1.14
2026-09-15,23.77,2.27,1.29
2026-09-16,26.8,3.62,1.87
