Date,PE,PB,DivYield
2024-07-12,23.18,3.21,1.27
2024-07-15,23.68,2.52,1.0
2024-07-16,30.15,2.63,1.08
2024-07-17,28.74,1.92,1.03
2024-07-18,31.51,4.13,1.13
2024-07-19,28.58,3.84,1.41
2024-07-22,22.03,4.21,1.31
2024-07-23,21.42,2.79,1.04
2024-07-24,32.47,2.92,1.52
2024-07-25,21.23,3.16,0.87
2024-07-26,29.01,2.36,1.13
2024-07-29,29.35,2.54,0.85
2024-07-30,30.5,4.98,1.39
2024-07-31,28.89,3.06,1.09
2024-08-01,23.49,3.23,1.22
2024-08-02,24.83,3.51,1.06
2024-08-05,36.31,3.1,0.73
2024-08-06,25.53,4.13,1.01
2024-08-07,32.73,2.95,0.78
2024-08-08,32.42,3.62,1.26
2024-08-09,26.95,2.87,1.24
2024-08-12,32.53,3.39,1.4
2024-08-13,30.9,2.74,1.14
2024-08-14,32.49,2.83,0.92
2024-08-15,36.04,3.14,1.42
2024-08-16,33.46,2.28,1.11
2024-08-19,29.17,3.71,1.77
2024-08-20,25.24,3.05,1.23
2024-08-21,25.39,3.94,1.33
2024-08-22,27.26,2.97,0.85
2024-08-23,22.79,3.63,1.01
2024-08-26,23.74,3.32,1.51
2024-08-27,30.19,3.26,1.37
2024-08-28,25.66,3.03,1.38
2024-08-29,30.41,3.44,1.11
2024-08-30,32.96,2.35,0.98
2024-09-02,30.45,2.65,1.74
2024-09-03,24.95,3.19,1.14
2024-09-04,25.73,1.9,1.24
2024-09-05,29.84,2.34,1.55
2024-09-06,28.9,2.49,1.0
2024-09-09,24.32,2.05,1.34
2024-09-10,35.07,4.15,0.87
2024-09-11,35.72,3.24,1.07
2024-09-12,16.4,2.65,1.36
2024-09-13,33.35,3.81,1.34
2024-09-16,26.79,4.07,1.1
2024-09-17,29.11,3.05,1.57
2024-09-18,41.0,2.91,1.14
2024-09-19,27.49,2.52,1.36
2024-09-20,24.4,2.56,1.19
2024-09-23,37.86,2.55,1.54
2024-09-24,22.99,4.14,1.05
2024-09-25,34.18,2.29,1.19
2024-09-26,21.7,3.76,0.88
2024-09-27,34.56,3.07,1.56
2024-09-30,27.17,2.45,1.03
2024-10-01,33.32,3.94,1.32
2024-10-02,28.59,3.62,0.53
2024-10-03,28.9,4.18,0.24
2024-10-04,31.7,2.77,1.13
2024-10-07,34.01,4.16,1.32
2024-10-08,29.35,3.85,1.39
2024-10-09,25.87,2.29,1.22
2024-10-10,31.41,3.21,1.58
2024-10-11,26.69,3.26,1.08
2024-10-14,33.18,2.41,1.37
2024-10-15,19.85,3.01,1.25
2024-10-16,34.16,2.85,0.69
2024-10-17,31.67,3.07,0.35
2024-10-18,27.96,2.19,1.12
2024-10-21,28.46,4.09,1.43
2024-10-22,29.59,3.25,0.98
2024-10-23,27.39,4.58,0.94
2024-10-24,19.09,3.47,1.11
2024-10-25,35.89,3.3,1.21
2024-10-28,26.55,3.35,0.7
2024-10-29,30.86,3.0,0.94
2024-10-30,31.12,3.67,1.39
2024-10-31,29.04,2.41,1.12
2024-11-01,29.25,2.65,1.09
2024-11-04,26.46,3.68,0.52
2024-11-05,29.35,3.61,1.1
2024-11-06,28.15,3.93,1.48
2024-11-07,25.27,3.78,1.07
2024-11-08,31.08,3.38,1.31
2024-11-11,28.88,4.44,0.95
2024-11-12,30.59,2.81,1.09
2024-11-13,26.94,3.4,0.94
2024-11-14,21.5,3.08,1.43
2024-11-15,35.99,3.44,0.91
2024-11-18,27.81,4.43,1.23
2024-11-19,19.35,2.28,1.1
2024-11-20,26.76,3.83,0.88
2024-11-21,25.28,3.58,1.52
2024-11-22,33.5,3.28,1.38
2024-11-25,29.4,2.97,1.48
2024-11-26,34.61,2.86,0.76
2024-11-27,23.52,4.02,1.19
2024-11-28,20.49,2.83,1.32
2024-11-29,32.62,2.75,2.01
2024-12-02,28.27,4.19,1.08
2024-12-03,37.41,2.76,1.15
2024-12-04,25.15,3.62,1.29
2024-12-05,24.83,2.84,1.0
2024-12-06,29.89,3.39,0.79
2024-12-09,34.58,3.39,1.4
2024-12-10,28.66,3.93,0.92
2024-12-11,28.67,3.37,1.56
2024-12-12,35.02,3.2,1.04
2024-12-13,27.39,4.04,1.69
2024-12-16,32.5,4.01,1.16
2024-12-17,28.38,3.17,1.79
2024-12-18,30.46,2.78,1.78
2024-12-19,33.08,2.37,0.8
2024-12-20,30.62,3.56,1.23
2024-12-23,28.78,3.58,1.57
2024-12-24,28.09,2.55,1.64
2024-12-25,26.29,2.73,1.06
2024-12-26,33.01,4.18,1.2
2024-12-27,33.01,2.43,1.3
2024-12-30,29.1,3.5,1.4
2024-12-31,31.51,3.29,1.03
2025-01-01,34.27,2.79,1.14
2025-01-02,32.01,3.05,0.98
2025-01-03,31.11,3.29,2.1
2025-01-06,28.5,2.36,1.09
2025-01-07,21.37,1.99,1.26
2025-01-08,30.39,2.72,1.26
2025-01-09,39.23,2.11,1.32
2025-01-10,27.5,3.21,0.92
2025-01-13,31.12,1.97,1.25
2025-01-14,33.32,3.3,1.83
2025-01-15,31.72,3.0,1.29
2025-01-16,30.51,3.9,1.53
2025-01-17,24.66,3.03,1.57
2025-01-20,27.43,3.3,1.68
2025-01-21,24.99,3.81,0.68
2025-01-22,27.43,2.83,0.85
2025-01-23,30.77,2.89,0.47
2025-01-24,34.15,2.16,1.53
2025-01-27,24.13,2.77,1.05
2025-01-28,29.04,2.4,1.4
2025-01-29,25.57,4.01,1.04
2025-01-30,33.21,2.71,0.93
2025-01-31,29.39,2.9,1.71
2025-02-03,19.16,4.41,0.88
2025-02-04,32.14,2.54,0.83
2025-02-05,21.12,2.77,1.35
2025-02-06,31.64,3.37,1.36
2025-02-07,37.33,3.37,0.93
2025-02-10,24.48,4.43,1.4
2025-02-11,32.31,2.61,0.98
2025-02-12,33.53,4.11,0.88
2025-02-13,27.14,4.09,1.04
2025-02-14,39.34,3.63,1.35
2025-02-17,30.61,3.73,1.1
2025-02-18,25.28,3.98,1.05
2025-02-19,26.74,3.48,0.59
2025-02-20,36.97,3.01,1.41
2025-02-21,28.18,3.74,1.16
2025-02-24,32.38,2.77,0.85
2025-02-25,24.27,1.96,0.62
2025-02-26,39.93,2.44,1.69
2025-02-27,22.28,3.27,1.6
2025-02-28,26.42,2.4,1.65
2025-03-03,26.51,4.47,0.8
2025-03-04,28.58,3.16,1.18
2025-03-05,35.28,3.34,0.38
2025-03-06,31.53,2.33,0.91
2025-03-07,30.02,2.17,1.19
2025-03-10,30.62,3.62,0.82
2025-03-11,28.17,3.67,1.76
2025-03-12,27.83,3.15,0.88
2025-03-13,26.6,3.95,1.09
2025-03-14,27.7,3.32,1.16
2025-03-17,25.78,3.86,1.19
2025-03-18,23.9,4.08,1.37
2025-03-19,19.56,2.71,1.42
2025-03-20,30.57,2.88,1.02
2025-03-21,23.48,3.87,0.8
2025-03-24,28.23,4.11,1.09
2025-03-25,28.86,3.68,1.69
2025-03-26,31.5,3.18,1.81
2025-03-27,23.73,2.97,1.83
2025-03-28,26.43,4.45,0.88
2025-03-31,30.68,3.68,1.03
2025-04-01,34.34,1.64,0.78
2025-04-02,23.88,3.75,0.9
2025-04-03,28.19,4.25,1.84
2025-04-04,18.89,3.4,1.41
2025-04-07,34.79,3.46,1.28
2025-04-08,25.96,4.21,1.1
2025-04-09,26.01,1.5,1.41
2025-04-10,28.34,2.26,0.82
2025-04-11,29.26,2.82,0.88
2025-04-14,30.65,3.23,1.32
2025-04-15,24.66,3.21,1.41
2025-04-16,25.32,3.31,1.42
2025-04-17,30.17,3.75,1.54
2025-04-18,23.86,3.79,0.97
2025-04-21,32.95,2.18,0.96
2025-04-22,28.96,3.31,0.96
2025-04-23,28.84,2.77,1.01
2025-04-24,28.48,3.3,0.77
2025-04-25,33.51,2.66,0.59
2025-04-28,38.09,3.13,0.97
2025-04-29,28.24,3.38,1.24
2025-04-30,31.32,5.09,1.25
2025-05-01,29.3,2.54,1.3
2025-05-02,38.42,3.65,1.17
2025-05-05,30.06,2.57,1.36
2025-05-06,21.12,2.47,1.46
2025-05-07,37.16,3.38,1.29
2025-05-08,25.83,3.18,1.32
2025-05-09,31.39,4.49,1.7
2025-05-12,31.02,2.95,1.27
2025-05-13,38.2,3.78,0.41
2025-05-14,29.22,3.46,1.06
2025-05-15,22.17,3.35,1.31
2025-05-16,30.1,2.54,1.48
2025-05-19,32.0,3.1,1.55
2025-05-20,26.11,3.58,1.16
2025-05-21,31.93,2.23,1.4
2025-05-22,33.68,3.43,1.35
2025-05-23,29.2,2.74,0.74
2025-05-26,33.3,2.76,1.79
2025-05-27,31.27,3.33,1.44
2025-05-28,35.03,2.85,1.08
2025-05-29,24.65,3.1,1.34
2025-05-30,39.59,2.2,1.25
2025-06-02,27.23,3.48,1.13
2025-06-03,28.52,3.52,1.2
2025-06-04,28.3,2.76,1.32
2025-06-05,23.14,3.83,1.44
2025-06-06,18.8,2.64,1.08
2025-06-09,33.47,2.11,1.02
2025-06-10,31.27,2.42,1.3
2025-06-11,26.48,3.65,1.73
2025-06-12,28.76,3.55,0.89
2025-06-13,25.62,3.27,1.0
2025-06-16,22.97,3.48,1.5
2025-06-17,23.23,2.74,1.08
2025-06-18,29.3,2.43,1.52
2025-06-19,28.84,2.32,0.8
2025-06-20,25.65,3.67,0.55
2025-06-23,23.15,3.41,1.82
2025-06-24,32.12,3.48,2.02
2025-06-25,27.84,2.34,0.82
2025-06-26,40.13,2.64,1.26
2025-06-27,26.54,3.2,1.34
2025-06-30,23.52,3.8,1.27
2025-07-01,12.0,2.22,1.44
2025-07-02,27.9,3.35,1.48
2025-07-03,22.97,3.5,1.55
2025-07-04,29.54,2.97,1.49
2025-07-07,29.04,2.61,1.02
2025-07-08,30.66,2.44,1.21
2025-07-09,22.9,2.75,1.29
2025-07-10,27.19,3.12,0.99
2025-07-11,25.57,2.97,1.65
2025-07-14,32.34,3.61,1.36
2025-07-15,35.59,2.77,1.51
2025-07-16,31.87,2.67,1.52
2025-07-17,25.06,3.44,0.8
2025-07-18,31.82,3.53,1.52
2025-07-21,35.22,2.77,0.32
2025-07-22,32.27,3.13,1.54
2025-07-23,29.44,2.68,1.59
2025-07-24,30.98,3.85,1.13
2025-07-25,33.41,3.11,1.19
2025-07-28,30.05,3.37,1.33
2025-07-29,23.25,3.85,1.04
2025-07-30,28.11,3.04,1.08
2025-07-31,26.17,4.44,1.16
2025-08-01,25.42,3.75,0.69
2025-08-04,36.63,4.02,1.29
2025-08-05,27.33,2.61,1.01
2025-08-06,23.09,3.43,1.2
2025-08-07,30.26,3.3,1.16
2025-08-08,26.98,4.38,1.19
2025-08-11,26.68,2.87,1.59
2025-08-12,33.96,3.1,0.38
2025-08-13,32.02,2.98,0.95
2025-08-14,24.07,1.99,1.47
2025-08-15,27.32,4.08,1.25
2025-08-18,24.03,3.93,0.75
2025-08-19,29.54,4.18,1.18
2025-08-20,35.29,4.0,1.15
2025-08-21,18.12,3.44,1.41
2025-08-22,35.7,3.29,1.3
2025-08-25,34.1,3.29,1.08
2025-08-26,27.78,3.7,1.04
2025-08-27,27.94,3.91,1.06
2025-08-28,32.33,4.11,1.67
2025-08-29,27.31,2.72,1.66
2025-09-01,33.01,3.35,1.87
2025-09-02,34.01,3.14,0.85
2025-09-03,27.69,2.07,1.49
2025-09-04,34.47,3.25,1.23
2025-09-05,19.64,1.99,1.03
2025-09-08,27.9,3.68,1.26
2025-09-09,32.36,3.5,0.7
2025-09-10,28.98,3.72,1.29
2025-09-11,24.61,3.0,0.82
2025-09-12,27.36,3.04,1.53
2025-09-15,26.66,3.46,1.12
2025-09-16,32.33,3.08,0.92
2025-09-17,25.76,3.23,1.04
2025-09-18,26.77,3.56,1.01
2025-09-19,30.4,3.51,1.29
2025-09-22,21.48,2.9,0.91
2025-09-23,34.6,2.97,1.48
2025-09-24,42.26,2.79,0.91
2025-09-25,26.6,2.76,1.53
2025-09-26,26.51,2.48,1.41
2025-09-29,36.64,4.35,1.34
2025-09-30,28.08,3.31,1.38
2025-10-01,24.05,2.69,1.3
2025-10-02,32.22,2.16,1.86
2025-10-03,27.75,3.1,1.53
2025-10-06,36.2,2.8,1.26
2025-10-07,23.8,3.73,0.94
2025-10-08,39.05,3.73,1.34
2025-10-09,27.3,3.71,1.3
2025-10-10,25.08,4.04,0.82
2025-10-13,22.54,4.98,0.82
2025-10-14,25.92,3.61,1.09
2025-10-15,32.96,4.06,1.15
2025-10-16,24.58,4.16,0.62
2025-10-17,25.64,3.4,0.83
2025-10-20,28.57,2.73,1.18
2025-10-21,28.92,3.53,1.14
2025-10-22,31.9,3.99,1.07
2025-10-23,36.85,3.57,1.26
2025-10-24,26.39,3.19,0.95
2025-10-27,29.25,3.17,1.07
2025-10-28,21.16,2.19,1.39
2025-10-29,29.32,3.07,1.46
2025-10-30,28.96,2.88,1.47
2025-10-31,23.42,3.79,1.03
2025-11-03,24.17,2.84,1.49
2025-11-04,16.86,3.65,1.0
2025-11-05,23.32,3.26,1.15
2025-11-06,29.59,4.0,1.17
2025-11-07,17.37,3.15,1.55
2025-11-10,26.23,2.55,1.52
2025-11-11,30.19,2.93,0.78
2025-11-12,27.1,2.81,1.34
2025-11-13,34.17,4.11,0.71
2025-11-14,26.61,4.2,1.51
2025-11-17,34.2,3.68,0.82
2025-11-18,31.64,3.58,0.96
2025-11-19,25.74,3.72,0.53
2025-11-20,29.62,2.35,1.38
2025-11-21,27.45,3.02,1.23
2025-11-24,33.25,3.5,2.21
2025-11-25,30.01,3.79,0.97
2025-11-26,32.12,3.18,1.32
2025-11-27,28.46,3.29,1.98
2025-11-28,23.01,3.18,0.71
2025-12-01,31.69,2.43,0.92
2025-12-02,27.62,3.69,1.35
2025-12-03,25.31,3.13,1.4
2025-12-04,29.71,2.36,1.21
2025-12-05,34.4,2.81,0.37
2025-12-08,22.64,3.48,1.08
2025-12-09,30.89,3.1,1.43
2025-12-10,32.57,3.25,1.11
2025-12-11,26.11,3.76,1.2
2025-12-12,28.98,4.65,1.14
2025-12-15,23.91,2.64,0.72
2025-12-16,35.63,3.28,1.03
2025-12-17,34.46,3.46,1.29
2025-12-18,23.65,4.13,0.73
2025-12-19,29.11,3.31,0.92
2025-12-22,21.98,4.0,1.33
2025-12-23,29.88,3.27,0.6
2025-12-24,25.98,2.7,1.61
2025-12-25,27.9,3.0,1.22
2025-12-26,24.8,3.68,1.12
2025-12-29,24.87,4.27,0.94
2025-12-30,38.93,1.76,0.93
2025-12-31,31.4,2.36,0.72
2026-01-01,28.01,3.96,1.67
2026-01-02,29.26,2.38,1.47
2026-01-05,26.72,3.16,0.98
2026-01-06,27.86,2.67,0.67
2026-01-07,30.74,3.98,0.89
2026-01-08,32.55,3.18,1.25
2026-01-09,24.03,3.27,1.02
2026-01-12,25.7,4.02,0.94
2026-01-13,22.69,3.8,0.75
2026-01-14,33.58,2.84,1.16
2026-01-15,19.83,2.36,1.25
2026-01-16,36.96,3.77,1.02
2026-01-19,31.0,2.6,1.22
2026-01-20,32.59,3.62,1.4
2026-01-21,30.35,2.83,1.26
2026-01-22,20.78,2.71,1.5
2026-01-23,29.11,3.65,1.54
2026-01-26,26.57,3.58,1.49
2026-01-27,27.32,3.42,1.16
2026-01-28,29.78,3.28,0.92
2026-01-29,34.15,3.35,1.59
2026-01-30,22.97,3.4,0.29
2026-02-02,30.26,4.14,1.81
2026-02-03,33.83,2.75,0.87
2026-02-04,31.75,3.63,1.18
2026-02-05,21.11,3.91,1.18
2026-02-06,35.08,2.32,1.61
2026-02-09,26.69,3.08,1.25
2026-02-10,24.87,2.35,1.59
2026-02-11,32.23,2.74,1.59
2026-02-12,30.01,2.91,1.51
2026-02-13,27.71,3.91,1.06
2026-02-16,21.63,3.67,1.39
2026-02-17,33.21,3.13,1.49
2026-02-18,37.29,3.42,1.4
2026-02-19,33.28,3.65,1.7
2026-02-20,24.71,3.16,1.29
2026-02-23,27.93,2.67,0.9
2026-02-24,30.24,2.48,1.33
2026-02-25,30.17,4.37,1.18
2026-02-26,27.59,2.31,0.8
2026-02-27,26.53,2.42,2.0
2026-03-02,29.31,2.52,1.28
2026-03-03,27.27,3.12,1.41
2026-03-04,27.05,3.06,1.13
2026-03-05,26.85,3.15,1.29
2026-03-06,23.8,3.34,0.87
2026-03-09,24.17,4.66,0.83
2026-03-10,32.24,3.73,1.73
2026-03-11,23.08,2.61,1.23
2026-03-12,25.13,2.81,1.39
2026-03-13,28.73,3.61,1.17
2026-03-16,22.26,2.52,1.43
2026-03-17,30.65,4.02,0.88
2026-03-18,28.27,3.06,1.34
2026-03-19,25.28,3.32,1.37
2026-03-20,29.5,3.67,0.82
2026-03-23,20.99,3.4,0.95
2026-03-24,22.58,3.33,1.02
2026-03-25,33.3,2.58,1.54
2026-03-26,27.32,3.43,0.88
2026-03-27,38.96,4.34,1.12
2026-03-30,24.9,1.85,1.26
2026-03-31,27.32,3.01,1.61
2026-04-01,36.64,3.83,1.27
2026-04-02,27.95,2.61,1.8
2026-04-03,33.79,2.99,1.14
2026-04-06,25.04,2.33,0.83
2026-04-07,17.42,3.28,0.96
2026-04-08,18.09,2.94,0.97
2026-04-09,30.88,3.37,0.65
2026-04-10,24.56,3.52,1.33
2026-04-13,25.51,2.68,1.16
2026-04-14,31.39,3.56,0.97
2026-04-15,23.87,3.43,0.93
2026-04-16,18.53,4.54,1.19
2026-04-17,22.87,3.19,1.59
2026-04-20,19.94,2.81,0.89
2026-04-21,26.87,3.41,0.93
2026-04-22,32.39,3.53,1.36
2026-04-23,28.12,2.95,1.01
2026-04-24,30.89,3.34,1.33
2026-04-27,35.3,3.66,1.16
2026-04-28,21.45,2.73,1.1
2026-04-29,26.22,2.58,0.59
2026-04-30,30.26,3.68,1.45
2026-05-01,25.24,4.37,1.38
2026-05-04,29.24,3.05,1.21
2026-05-05,33.45,2.66,0.82
2026-05-06,34.55,2.69,1.17
2026-05-07,23.21,2.52,0.75
2026-05-08,24.64,3.24,0.96
2026-05-11,28.52,3.74,1.15
2026-05-12,32.87,3.21,1.04
2026-05-13,27.2,3.38,0.95
2026-05-14,27.19,2.85,1.91
2026-05-15,29.23,3.84,1.11
2026-05-18,26.55,3.48,1.32
2026-05-19,30.07,3.58,0.94
2026-05-20,21.57,2.7,1.66
2026-05-21,25.44,3.45,1.42
2026-05-22,26.68,3.57,1.27
2026-05-25,30.38,3.75,1.48
2026-05-26,23.14,2.5,1.47
2026-05-27,42.04,3.25,1.33
2026-05-28,32.23,3.22,1.56
2026-05-29,29.09,3.01,1.47
2026-06-01,25.83,4.21,1.51
2026-06-02,18.67,3.56,1.3
2026-06-03,23.42,3.95,1.09
2026-06-04,19.01,3.22,1.76
2026-06-05,22.22,2.99,1.06
2026-06-08,34.71,2.34,1.39
2026-06-09,30.44,3.72,1.56
2026-06-10,30.25,2.34,0.8
2026-06-11,35.02,2.66,1.03
2026-06-12,35.07,4.22,1.29
2026-06-15,25.6,2.68,0.9
2026-06-16,23.61,3.0,1.19
2026-06-17,20.69,3.3,1.13
2026-06-18,31.57,2.4,0.96
2026-06-19,33.93,2.8,1.01
2026-06-22,24.04,3.5,0.86
2026-06-23,24.51,3.35,1.27
2026-06-24,26.9,3.57,1.8
2026-06-25,35.14,2.79,0.87
2026-06-26,32.27,3.58,1.36
2026-06-29,25.61,3.24,1.02
2026-06-30,27.88,3.75,1.48
2026-07-01,30.31,3.25,0.75
2026-07-02,35.79,3.0,0.62
2026-07-03,26.85,4.29,1.1
2026-07-06,36.05,3.41,1.08
2026-07-07,31.05,2.87,1.33
2026-07-08,25.23,3.23,1.21
2026-07-09,28.11,3.93,1.6
2026-07-10,24.34,2.88,1.02
2026-07-13,29.16,3.36,1.13
2026-07-14,30.88,1.85,1.64
2026-07-15,31.75,2.71,1.44
2026-07-16,35.61,3.09,0.64
2026-07-17,27.05,3.82,1.26
2026-07-20,29.09,3.12,1.42
2026-07-21,27.88,3.44,1.48
2026-07-22,27.79,3.12,1.38
2026-07-23,22.16,3.87,1.08
2026-07-24,23.52,3.19,1.38
2026-07-27,26.23,4.47,0.9
2026-07-28,27.9,4.11,1.62
2026-07-29,28.35,4.02,1.43
2026-07-30,30.95,3.81,1.19
2026-07-31,29.92,2.44,1.23
2026-08-03,31.71,3.85,0.79
2026-08-04,30.38,2.98,1.12
2026-08-05,37.09,3.45,1.1
2026-08-06,33.53,3.0,1.19
2026-08-07,31.37,3.46,1.22
2026-08-10,31.3,2.88,1.4
2026-08-11,34.14,3.39,1.26
2026-08-12,28.98,3.0,1.14
2026-08-13,37.27,3.09,0.55
2026-08-14,21.75,3.15,0.74
2026-08-17,27.14,3.61,0.96
2026-08-18,27.44,2.71,1.04
2026-08-19,31.97,2.45,1.01
2026-08-20,29.82,3.87,0.89
2026-08-21,30.85,3.03,1.21
2026-08-24,34.42,3.84,1.14
2026-08-25,30.28,4.23,1.25
2026-08-26,30.16,4.04,1.44
2026-08-27,29.53,3.04,1.28
2026-08-28,23.63,3.03,1.65
2026-08-31,32.15,2.17,1.23
2026-09-01,35.01,3.51,1.63
2026-09-02,24.54,3.37,0.58
2026-09-03,30.21,3.38,0.97
2026-09-04,28.15,2.48,1.12
2026-09-07,28.77,3.53,1.41
2026-09-08,29.22,2.99,1.13
2026-09-09,30.57,2.91,1.7
2026-09-10,29.57,3.35,1.62
2026-09-11,27.03,3.21,1.41
2026-09-14,30.74,2.62,1.16
2026-09-15,30.44,3.38,1.34
2026-09-16,33.0,4.32,0.83
