Date,PE,PB,DivYield
2024-07-12,30.46,3.12,1.35
2024-07-15,20.53,4.04,1.2
2024-07-16,20.83,3.6,1.45
2024-07-17,16.03,3.47,1.05
2024-07-18,28.25,3.48,0.8
2024-07-19,24.68,3.65,1.25
2024-07-22,35.11,3.12,1.05
2024-07-23,30.72,3.02,0.89
2024-07-24,25.89,3.43,1.05
2024-07-25,24.46,3.2,1.05
2024-07-26,26.06,2.23,1.17
2024-07-29,23.81,2.92,1.06
2024-07-30,12.0,3.67,0.95
2024-07-31,13.59,3.58,0.84
2024-08-01,17.99,2.22,1.5
2024-08-02,15.93,2.14,1.04
2024-08-05,19.64,3.47,0.73
2024-08-06,19.38,3.36,1.27
2024-08-07,12.81,2.36,1.48
2024-08-08,23.11,3.09,0.78
2024-08-09,23.07,3.6,0.76
2024-08-12,25.12,3.7,1.4
2024-08-13,26.91,3.36,0.98
2024-08-14,25.84,3.09,1.38
2024-08-15,22.56,2.67,1.06
2024-08-16,30.37,3.39,0.79
2024-08-19,25.17,3.43,0.97
2024-08-20,22.67,2.72,0.73
2024-08-21,17.36,3.75,1.14
2024-08-22,22.72,2.99,1.28
2024-08-23,12.44,3.02,1.32
2024-08-26,22.88,2.86,0.85
2024-08-27,23.19,2.61,1.22
2024-08-28,23.26,4.19,1.2
2024-08-29,20.63,3.04,0.94
2024-08-30,27.69,3.64,1.42
2024-09-02,24.05,2.62,1.77
2024-09-03,18.34,3.38,1.49
2024-09-04,24.82,2.54,1.24
2024-09-05,28.33,3.14,1.15
2024-09-06,17.77,3.35,1.18
2024-09-09,26.79,3.66,1.23
2024-09-10,21.09,3.48,1.23
2024-09-11,22.52,1.57,1.18
2024-09-12,28.06,1.74,1.01
2024-09-13,18.38,2.97,1.59
2024-09-16,21.94,4.0,1.54
2024-09-17,26.95,3.83,0.93
2024-09-18,23.8,3.66,1.23
2024-09-19,19.57,3.17,1.28
2024-09-20,18.8,2.8,1.08
2024-09-23,31.44,3.31,0.87
2024-09-24,21.54,3.49,0.52
2024-09-25,27.2,3.06,0.99
2024-09-26,24.25,3.47,0.65
2024-09-27,17.95,3.21,1.04
2024-09-30,17.46,3.38,1.51
2024-10-01,18.32,4.09,1.3
2024-10-02,23.58,1.98,1.04
2024-10-03,25.2,3.49,1.19
2024-10-04,29.3,2.86,1.02
2024-10-07,24.36,2.04,1.57
2024-10-08,33.91,3.4,1.18
2024-10-09,20.46,3.78,1.16
2024-10-10,21.36,3.57,0.84
2024-10-11,22.54,3.26,1.26
2024-10-14,22.15,3.1,1.36
2024-10-15,17.18,3.01,1.32
2024-10-16,26.27,2.63,1.25
2024-10-17,17.73,3.36,1.15
2024-10-18,29.7,2.53,1.38
2024-10-21,16.87,3.26,1.16
2024-10-22,26.57,2.25,1.3
2024-10-23,21.82,2.94,1.04
2024-10-24,19.57,3.45,1.37
2024-10-25,21.45,3.51,1.05
2024-10-28,21.32,2.66,1.14
2024-10-29,19.32,3.09,0.46
2024-10-30,19.88,3.37,1.21
2024-10-31,33.68,3.99,1.04
2024-11-01,23.93,2.95,1.26
2024-11-04,21.51,2.88,1.27
2024-11-05,19.98,3.27,1.04
2024-11-06,22.0,2.11,1.1
2024-11-07,15.88,3.22,1.25
2024-11-08,26.82,3.81,1.44
2024-11-11,21.2,3.77,1.86
2024-11-12,20.35,3.6,1.31
2024-11-13,18.92,2.63,1.11
2024-11-14,17.56,3.39,0.97
2024-11-15,24.55,2.3,1.2
2024-11-18,21.6,3.44,1.67
2024-11-19,29.22,3.44,1.26
2024-11-20,28.29,3.3,1.37
2024-11-21,24.04,3.28,0.83
2024-11-22,21.08,3.05,0.55
2024-11-25,29.99,3.41,1.05
2024-11-26,18.26,2.97,1.62
2024-11-27,18.81,2.53,1.01
2024-11-28,28.76,2.72,1.23
2024-11-29,21.17,2.6,1.58
2024-12-02,21.19,3.16,0.8
2024-12-03,23.28,3.33,1.03
2024-12-04,25.25,4.04,1.14
2024-12-05,21.04,2.67,0.54
2024-12-06,27.39,3.52,1.08
2024-12-09,21.12,3.87,1.1
2024-12-10,28.39,3.89,1.12
2024-12-11,17.71,2.52,1.22
2024-12-12,30.3,2.4,0.95
2024-12-13,25.19,2.64,1.05
2024-12-16,37.11,3.8,1.54
2024-12-17,19.96,3.21,1.36
2024-12-18,20.62,3.99,1.61
2024-12-19,23.56,2.75,1.15
2024-12-20,28.82,3.31,0.98
2024-12-23,23.22,2.88,1.66
2024-12-24,26.55,3.65,1.19
2024-12-25,14.36,2.43,1.37
2024-12-26,22.87,3.07,1.07
2024-12-27,20.33,4.15,0.82
2024-12-30,23.7,3.6,1.45
2024-12-31,25.37,3.11,1.43
2025-01-01,28.05,2.53,1.06
2025-01-02,28.02,3.55,0.76
2025-01-03,21.4,4.12,1.27
2025-01-06,25.82,3.45,1.18
2025-01-07,17.27,2.05,1.59
2025-01-08,18.56,2.84,1.1
2025-01-09,21.23,2.86,1.33
2025-01-10,32.14,3.33,1.07
2025-01-13,29.75,3.9,1.3
2025-01-14,14.4,3.16,0.89
2025-01-15,18.85,3.54,1.7
2025-01-16,26.65,3.05,1.29
2025-01-17,20.67,3.21,0.59
2025-01-20,23.58,3.18,1.91
2025-01-21,20.12,3.65,1.4
2025-01-22,21.57,3.57,1.24
2025-01-23,20.85,2.25,1.22
2025-01-24,25.16,3.02,2.15
2025-01-27,25.2,3.63,1.19
2025-01-28,26.14,3.09,1.02
2025-01-29,17.59,3.98,0.78
2025-01-30,26.29,2.72,1.35
2025-01-31,22.83,1.98,1.15
2025-02-03,26.7,3.77,1.08
2025-02-04,23.66,3.01,1.42
2025-02-05,15.68,3.98,1.17
2025-02-06,20.07,3.44,1.68
2025-02-07,25.69,3.91,0.81
2025-02-10,26.94,3.01,1.54
2025-02-11,21.39,2.76,0.73
2025-02-12,22.43,3.09,0.67
2025-02-13,19.68,2.83,1.1
2025-02-14,27.12,2.08,1.72
2025-02-17,27.48,2.97,1.26
2025-02-18,31.45,3.55,1.29
2025-02-19,21.06,3.17,1.7
2025-02-20,23.63,2.47,1.18
2025-02-21,21.28,3.71,1.1
2025-02-24,25.52,3.68,1.14
2025-02-25,24.22,3.17,1.3
2025-02-26,25.72,3.51,1.72
2025-02-27,16.56,3.87,1.49
2025-02-28,19.67,3.87,1.73
2025-03-03,21.19,3.72,1.36
2025-03-04,21.19,2.57,0.79
2025-03-05,19.77,3.12,1.07
2025-03-06,21.95,2.95,1.08
2025-03-07,22.81,3.33,1.42
2025-03-10,25.48,3.67,0.53
2025-03-11,20.34,3.3,1.04
2025-03-12,23.87,3.97,1.59
2025-03-13,23.08,3.48,1.2
2025-03-14,14.57,2.23,1.33
2025-03-17,22.86,3.27,1.76
2025-03-18,17.19,2.73,1.6
2025-03-19,16.46,4.26,1.11
2025-03-20,26.79,4.54,2.02
2025-03-21,23.45,2.64,0.97
2025-03-24,19.79,3.56,0.89
2025-03-25,24.69,4.44,1.21
2025-03-26,28.5,3.82,1.02
2025-03-27,22.46,3.02,0.96
2025-03-28,24.59,3.4,1.45
2025-03-31,19.95,2.5,1.44
2025-04-01,23.33,3.33,1.55
2025-04-02,22.61,3.44,1.54
2025-04-03,21.6,2.64,1.8
2025-04-04,29.16,2.94,1.01
2025-04-07,22.87,3.08,1.08
2025-04-08,15.9,3.25,1.21
2025-04-09,24.2,1.79,1.33
2025-04-10,26.37,1.77,1.37
2025-04-11,28.1,2.74,1.32
2025-04-14,20.77,1.5,1.63
2025-04-15,24.77,1.98,0.78
2025-04-16,15.39,3.99,1.31
2025-04-17,15.88,3.02,1.14
2025-04-18,17.43,2.95,0.91
2025-04-21,14.09,3.79,0.91
2025-04-22,20.84,2.97,1.45
2025-04-23,14.2,2.6,1.38
2025-04-24,22.89,3.16,1.48
2025-04-25,29.71,3.02,0.93
2025-04-28,23.2,4.44,0.81
2025-04-29,18.68,2.42,1.04
2025-04-30,18.89,2.41,1.09
2025-05-01,19.65,3.59,1.51
2025-05-02,18.99,3.13,1.56
2025-05-05,24.66,3.19,0.9
2025-05-06,27.79,4.14,1.17
2025-05-07,26.53,3.64,1.2
2025-05-08,20.71,4.34,1.65
2025-05-09,14.73,2.51,1.34
2025-05-12,23.92,3.89,0.91
2025-05-13,24.22,2.93,1.04
2025-05-14,22.36,3.67,1.24
2025-05-15,28.28,3.55,1.38
2025-05-16,17.21,3.07,0.74
2025-05-19,17.52,2.49,1.45
2025-05-20,20.5,2.42,1.23
2025-05-21,32.12,3.34,1.29
2025-05-22,26.25,2.76,1.85
2025-05-23,15.78,2.38,1.8
2025-05-26,30.92,3.41,1.4
2025-05-27,29.94,2.28,1.8
2025-05-28,25.02,3.68,0.77
2025-05-29,22.9,2.42,1.05
2025-05-30,17.67,3.42,1.17
2025-06-02,22.83,3.24,1.36
2025-06-03,25.51,2.96,1.38
2025-06-04,21.62,3.43,1.13
2025-06-05,24.82,3.22,0.9
2025-06-06,29.97,2.49,0.91
2025-06-09,14.65,1.82,1.19
2025-06-10,21.5,2.44,0.93
2025-06-11,18.04,3.53,1.84
2025-06-12,23.18,2.69,0.76
2025-06-13,20.16,3.49,1.15
2025-06-16,17.04,3.75,0.98
2025-06-17,27.61,3.24,1.31
2025-06-18,20.49,4.71,0.65
2025-06-19,23.64,3.45,0.96
2025-06-20,23.51,3.07,0.97
2025-06-23,17.94,3.54,1.12
2025-06-24,23.84,2.56,1.02
2025-06-25,29.72,3.31,0.96
2025-06-26,24.56,3.33,0.75
2025-06-27,22.49,2.62,1.34
2025-06-30,28.17,2.0,1.51
2025-07-01,27.64,4.1,1.22
2025-07-02,24.6,3.7,1.19
2025-07-03,23.97,2.85,1.6
2025-07-04,26.33,2.7,1.43
2025-07-07,15.57,2.36,1.08
2025-07-08,26.46,3.4,1.47
2025-07-09,25.3,3.53,1.05
2025-07-10,20.77,2.41,1.21
2025-07-11,28.76,2.78,0.91
2025-07-14,28.38,3.48,1.18
2025-07-15,21.18,3.59,1.23
2025-07-16,30.37,2.75,0.96
2025-07-17,24.97,3.63,1.52
2025-07-18,22.92,2.97,1.02
2025-07-21,32.36,3.63,1.35
2025-07-22,17.76,1.95,0.61
2025-07-23,13.39,3.26,1.61
2025-07-24,18.81,3.74,0.7
2025-07-25,20.81,3.15,1.01
2025-07-28,18.26,3.57,0.73
2025-07-29,26.01,2.77,0.97
2025-07-30,20.01,3.0,1.0
2025-07-31,15.09,2.37,0.9
2025-08-01,29.58,4.28,1.33
2025-08-04,24.42,2.47,1.35
2025-08-05,12.0,3.9,1.45
2025-08-06,26.96,3.08,0.63
2025-08-07,15.42,3.01,1.11
2025-08-08,20.52,3.65,1.35
2025-08-11,23.7,3.85,1.09
2025-08-12,29.55,3.69,0.6
2025-08-13,18.58,2.9,1.04
2025-08-14,21.39,2.81,1.74
2025-08-15,26.9,2.63,1.29
2025-08-18,34.53,2.4,1.11
2025-08-19,28.63,3.1,0.75
2025-08-20,30.01,3.24,1.17
2025-08-21,25.81,2.62,0.92
2025-08-22,29.53,2.97,0.77
2025-08-25,18.54,4.24,0.9
2025-08-26,29.09,3.82,1.2
2025-08-27,14.38,3.09,1.53
2025-08-28,22.6,2.98,1.26
2025-08-29,23.29,2.72,0.64
2025-09-01,30.2,2.64,1.41
2025-09-02,20.33,2.81,1.03
2025-09-03,18.18,3.37,1.57
2025-09-04,17.11,2.65,0.99
2025-09-05,27.89,2.23,1.17
2025-09-08,28.19,3.14,1.24
2025-09-09,21.77,3.31,1.37
2025-09-10,20.39,2.95,0.68
2025-09-11,30.6,3.58,1.04
2025-09-12,23.25,2.92,1.16
2025-09-15,22.21,2.66,1.58
2025-09-16,31.62,2.54,1.69
2025-09-17,20.4,3.02,1.18
2025-09-18,19.29,3.33,1.14
2025-09-19,15.11,1.85,1.45
2025-09-22,22.3,3.19,1.2
2025-09-23,24.51,3.34,1.06
2025-09-24,21.14,3.91,1.33
2025-09-25,24.87,2.54,1.36
2025-09-26,26.77,2.98,1.05
2025-09-29,22.49,2.12,1.05
2025-09-30,22.23,3.31,0.57
2025-10-01,16.02,3.2,1.23
2025-10-02,30.61,3.56,1.01
2025-10-03,24.27,2.47,0.87
2025-10-06,22.22,3.67,1.26
2025-10-07,22.58,3.46,1.31
2025-10-08,18.69,3.09,1.18
2025-10-09,30.43,2.33,1.86
2025-10-10,16.09,2.83,1.05
2025-10-13,28.31,3.77,0.69
2025-10-14,20.31,3.33,0.61
2025-10-15,31.17,3.58,1.0
2025-10-16,28.37,3.07,1.27
2025-10-17,23.17,2.8,0.78
2025-10-20,26.4,2.92,0.76
2025-10-21,24.18,2.86,0.84
2025-10-22,16.09,2.24,1.59
2025-10-23,35.11,2.71,1.06
2025-10-24,23.88,4.33,1.2
2025-10-27,24.51,2.72,1.36
2025-10-28,20.32,3.59,1.87
2025-10-29,29.63,3.38,0.94
2025-10-30,20.0,3.12,1.54
2025-10-31,22.49,2.68,1.04
2025-11-03,22.84,2.99,1.03
2025-11-04,28.17,2.45,1.03
2025-11-05,27.91,2.69,1.03
2025-11-06,15.48,3.35,1.68
2025-11-07,26.32,2.87,1.55
2025-11-10,19.02,3.73,1.98
2025-11-11,24.46,3.48,0.97
2025-11-12,23.45,2.79,1.22
2025-11-13,18.38,2.64,1.33
2025-11-14,20.37,3.42,1.24
2025-11-17,25.99,3.71,1.59
2025-11-18,18.96,3.74,0.8
2025-11-19,25.56,3.09,1.01
2025-11-20,20.3,2.99,1.16
2025-11-21,22.61,3.58,1.29
2025-11-24,25.4,3.9,0.61
2025-11-25,21.55,3.33,1.53
2025-11-26,25.72,2.73,0.81
2025-11-27,20.66,2.48,1.21
2025-11-28,26.34,2.99,0.82
2025-12-01,18.71,3.0,0.94
2025-12-02,26.7,3.01,0.56
2025-12-03,21.02,3.31,1.36
2025-12-04,24.52,4.08,0.57
2025-12-05,21.39,2.94,1.35
2025-12-08,21.57,3.54,1.33
2025-12-09,25.52,3.84,1.07
2025-12-10,19.21,2.14,1.24
2025-12-11,20.78,3.68,0.98
2025-12-12,24.37,3.97,0.89
2025-12-15,17.43,3.88,1.41
2025-12-16,29.0,2.95,1.09
2025-12-17,23.37,3.78,1.26
2025-12-18,32.54,3.35,1.43
2025-12-19,22.84,3.26,0.73
2025-12-22,21.55,3.71,1.15
2025-12-23,18.7,3.28,1.08
2025-12-24,17.99,2.93,1.28
2025-12-25,20.21,3.04,0.94
2025-12-26,12.98,3.31,1.36
2025-12-29,25.54,3.6,1.56
2025-12-30,22.91,2.59,0.95
2025-12-31,19.41,2.91,1.25
2026-01-01,30.94,4.0,1.19
2026-01-02,27.09,2.71,1.1
2026-01-05,22.26,3.52,1.02
2026-01-06,23.04,3.59,1.3
2026-01-07,22.38,3.09,1.75
2026-01-08,26.81,3.34,1.39
2026-01-09,18.08,3.17,1.76
2026-01-12,27.51,2.69,0.85
2026-01-13,23.3,3.93,1.65
2026-01-14,21.69,3.15,1.94
2026-01-15,22.84,2.3,1.26
2026-01-16,16.34,3.41,1.68
2026-01-19,27.35,2.89,0.77
2026-01-20,26.31,3.58,1.66
2026-01-21,25.09,3.35,0.74
2026-01-22,24.37,2.88,1.82
2026-01-23,13.94,2.77,1.42
2026-01-26,22.86,2.87,1.25
2026-01-27,22.5,4.22,1.1
2026-01-28,19.85,2.86,0.93
2026-01-29,22.37,2.84,1.04
2026-01-30,17.79,2.21,2.03
2026-02-02,14.51,3.21,1.28
2026-02-03,21.84,2.97,0.77
2026-02-04,22.57,3.63,1.44
2026-02-05,20.75,4.16,1.13
2026-02-06,22.69,3.43,1.4
2026-02-09,21.6,3.45,1.27
2026-02-10,24.34,3.81,1.03
2026-02-11,26.82,3.72,1.02
2026-02-12,22.27,3.26,1.14
2026-02-13,28.01,1.83,1.12
2026-02-16,24.53,3.66,1.59
2026-02-17,21.21,2.11,1.35
2026-02-18,16.9,3.82,1.48
2026-02-19,26.25,4.43,1.46
2026-02-20,24.42,3.52,0.48
2026-02-23,19.81,4.78,1.07
2026-02-24,25.95,3.88,0.97
2026-02-25,15.19,2.16,0.81
2026-02-26,17.88,3.28,1.21
2026-02-27,27.41,3.84,1.44
2026-03-02,25.3,3.4,0.95
2026-03-03,24.96,3.12,1.52
2026-03-04,29.15,2.67,1.46
2026-03-05,16.45,2.94,0.8
2026-03-06,20.05,3.39,1.46
2026-03-09,23.75,3.35,1.13
2026-03-10,26.62,3.33,0.92
2026-03-11,17.21,3.05,0.79
2026-03-12,32.09,2.87,1.67
2026-03-13,29.91,3.93,1.47
2026-03-16,29.45,4.21,1.06
2026-03-17,24.83,3.31,1.28
2026-03-18,32.12,2.15,1.8
2026-03-19,21.87,2.64,1.15
2026-03-20,25.66,3.71,1.08
2026-03-23,22.47,2.7,1.44
2026-03-24,29.49,3.56,1.09
2026-03-25,23.17,2.69,1.58
2026-03-26,25.36,4.33,1.42
2026-03-27,21.25,2.57,1.29
2026-03-30,18.37,3.68,1.27
2026-03-31,15.72,2.8,0.86
2026-04-01,19.32,3.41,1.34
2026-04-02,24.31,3.7,1.32
2026-04-03,24.99,2.8,1.13
2026-04-06,19.26,3.0,1.05
2026-04-07,27.98,2.83,1.32
2026-04-08,21.67,3.55,1.11
2026-04-09,24.07,2.99,1.43
2026-04-10,24.58,4.73,0.77
2026-04-13,23.4,3.11,1.2
2026-04-14,21.88,3.39,0.85
2026-04-15,17.44,3.1,1.43
2026-04-16,19.65,2.03,1.2
2026-04-17,12.0,2.88,0.93
2026-04-20,22.82,2.93,1.28
2026-04-21,23.7,2.77,1.38
2026-04-22,19.16,3.5,1.5
2026-04-23,25.33,2.6,1.16
2026-04-24,13.31,2.55,1.79
2026-04-27,26.1,2.41,0.97
2026-04-28,14.37,2.9,1.32
2026-04-29,20.64,2.05,1.47
2026-04-30,22.52,1.9,0.96
2026-05-01,23.48,3.94,0.82
2026-05-04,26.19,3.7,1.11
2026-05-05,19.53,3.95,0.58
2026-05-06,19.15,3.13,1.02
2026-05-07,29.52,2.68,1.07
2026-05-08,26.25,3.89,1.36
2026-05-11,20.34,3.42,1.12
2026-05-12,15.22,3.48,0.45
2026-05-13,17.01,3.91,1.12
2026-05-14,21.79,2.81,0.61
2026-05-15,22.39,3.54,0.87
2026-05-18,21.25,3.64,1.27
2026-05-19,22.57,3.77,1.51
2026-05-20,30.87,3.08,1.21
2026-05-21,23.1,3.41,0.6
2026-05-22,27.29,3.11,0.89
2026-05-25,23.07,3.4,1.11
2026-05-26,28.64,3.51,0.81
2026-05-27,33.03,3.15,1.53
2026-05-28,26.59,2.48,0.92
2026-05-29,25.53,3.89,1.14
2026-06-01,18.32,3.59,1.0
2026-06-02,16.8,2.68,1.61
2026-06-03,13.69,3.09,0.8
2026-06-04,19.18,1.89,1.45
2026-06-05,22.28,2.66,1.29
2026-06-08,21.23,3.58,1.11
2026-06-09,25.07,2.78,1.11
2026-06-10,21.06,2.78,1.46
2026-06-11,15.28,2.69,0.8
2026-06-12,12.0,3.47,0.86
2026-06-15,24.97,3.57,0.76
2026-06-16,22.06,3.36,1.32
2026-06-17,17.34,3.93,1.07
2026-06-18,20.75,4.48,1.47
2026-06-19,28.52,2.97,1.34
2026-06-22,21.46,3.1,0.56
2026-06-23,20.44,2.46,1.33
2026-06-24,32.86,3.41,0.72
2026-06-25,24.66,3.56,1.27
2026-06-26,24.47,2.58,1.11
2026-06-29,21.45,3.24,1.52
2026-06-30,27.63,3.21,1.15
2026-07-01,21.09,3.09,1.37
2026-07-02,21.45,2.07,1.6
2026-07-03,12.04,3.71,1.09
2026-07-06,22.3,3.73,1.43
2026-07-07,19.04,2.55,0.81
2026-07-08,27.13,2.69,1.43
2026-07-09,27.03,3.24,1.12
2026-07-10,17.3,3.57,0.83
2026-07-13,16.6,4.17,1.53
2026-07-14,30.12,3.71,0.6
2026-07-15,28.86,4.0,0.93
2026-07-16,19.77,3.54,1.29
2026-07-17,19.47,2.72,0.62
2026-07-20,22.45,3.7,1.41
2026-07-21,15.55,4.26,1.44
2026-07-22,23.85,3.6,1.47
2026-07-23,17.2,3.54,1.25
2026-07-24,32.29,3.43,1.35
2026-07-27,23.61,3.44,1.3
2026-07-28,21.09,3.2,1.04
2026-07-29,21.06,3.09,0.9
2026-07-30,22.12,3.11,1.22
2026-07-31,20.53,3.79,1.72
2026-08-03,22.6,4.05,1.25
2026-08-04,27.93,2.58,1.35
2026-08-05,20.55,3.02,1.17
2026-08-06,28.18,1.8,1.41
2026-08-07,24.04,3.59,0.66
2026-08-10,27.84,3.31,1.54
2026-08-11,14.39,1.84,1.43
2026-08-12,27.96,3.27,1.08
2026-08-13,21.9,3.61,1.35
2026-08-14,21.15,4.1,1.38
2026-08-17,26.94,3.32,0.89
2026-08-18,26.62,2.39,0.41
2026-08-19,23.27,2.48,1.39
2026-08-20,20.03,2.85,1.03
2026-08-21,26.05,3.4,1.36
2026-08-24,23.31,3.51,0.99
2026-08-25,22.27,3.81,1.65
2026-08-26,26.63,3.09,0.84
2026-08-27,20.52,3.37,1.37
2026-08-28,25.56,3.33,1.24
2026-08-31,20.22,2.51,0.93
2026-09-01,24.66,3.09,0.8
2026-09-02,19.15,3.31,1.41
2026-09-03,21.1,2.24,1.75
2026-09-04,27.52,3.35,1.14
2026-09-07,26.85,3.26,1.29
2026-09-08,17.66,2.6,1.2
2026-09-09,13.91,2.84,1.01
2026-09-10,27.14,2.93,1.25
2026-09-11,24.16,2.04,1.14
2026-09-14,26.58,4.56,0.94
2026-09-15,21.69,2.76,1.14
2026-09-16,22.1,3.14,1.39
